jornal_url,journal,article_number,citation_number,impact_factor,most_cited,year,cited_by,Search_Keywords
/journal/24811/indian-journal-of-cancer,Indian Journal of Cancer,3600.0,15100.0,0.9,COVID-19: infection prevention and control advice for all healthcare settings,2020.0,65.0,cancer+nano
/journal/24889/cancer-nursing-practice,Cancer Nursing Practice,662.0,1200.0,0.5,Affordable image analysis using NIH Image/ImageJ,2004.0,231.0,cancer+nano
/journal/26709/cancer-treatment-and-research,Cancer Treatment and Research,2800.0,24500.0,3.4,The epidemiology of osteosarcoma,2009.0,1000.0,cancer+nano
/journal/26823/cancer-detection-and-prevention,Cancer Detection and Prevention,1700.0,20100.0,,Biomedical properties of saffron and its potential use in cancer therapy and chemoprevention trials,2004.0,299.0,cancer+nano
/journal/28101/the-american-journal-of-cancer,The American Journal of Cancer,373.0,7300.0,,The Maintenance of Human Normal Cells and Tumor Cells in Continuous Culture: I. Preliminary Report: Cultivation of Mesoblastic Tumors and Normal Tissue and Notes on Methods of Cultivation,1936.0,557.0,cancer+nano
/journal/28235/journal-africain-du-cancer,Journal Africain Du Cancer,382.0,358.0,,Aspects épidémiologiques et histopathologiques des cancers au Burkina Faso,2009.0,15.0,cancer+nano
/journal/28301/chinese-journal-of-cancer,Chinese Journal of Cancer,752.0,16800.0,,The prevalence and prevention of nasopharyngeal carcinoma in China,2011.0,443.0,cancer+nano
/journal/28307/journal-of-gastric-cancer,Journal of Gastric Cancer,822.0,6200.0,3.1,Clinicopathological features and surgical treatment of gastric cancer in South Korea: the results of 2009 nationwide survey on surgically treated gastric cancer patients,2011.0,191.0,cancer+nano
/journal/29963/translational-cancer-research,Translational Cancer Research,3000.0,5400.0,0.3,DNA double strand break repair via non-homologous end-joining,2013.0,322.0,cancer+nano
/journal/30213/jnci-cancer-spectrum,JNCI Cancer Spectrum,381.0,2500.0,4.4,Change in Survival in Metastatic Breast Cancer with Treatment Advances: Meta-Analysis and Systematic Review,2018.0,97.0,cancer+nano
/journal/30385/breast-cancer-management,Breast Cancer Management,298.0,538.0,0.7,Real and artificial controversies in breast cancer screening,2013.0,32.0,cancer+nano
/journal/30690/lung-cancer-management,Lung Cancer Management,259.0,522.0,2.6,Targeting the PI3K/AKT/mTOR pathway: potential for lung cancer treatment,2014.0,65.0,cancer+nano
/journal/31243/npj-breast-cancer,Npj Breast Cancer,445.0,5300.0,7.5,Metastatic Soft Tissue Sarcoma in Adults,2003.0,19.0,cancer+nano
/journal/31493/american-journal-of-cancer,American Journal of Cancer,200.0,434.0,,Tumor-associated macrophages: unwitting accomplices in breast cancer malignancy,2016.0,276.0,cancer+nano
/journal/31570/journal-of-cancer-policy,Journal of Cancer Policy,315.0,1400.0,0.9,Proposal for development of a guideline in maintaining quality cancer care during and post-covid-19 in an upper middle-income country with universal health coverage,2021.0,78.0,cancer+nano
/journal/32622/cancer-research-and-treatment,Cancer Research and Treatment,1700.0,22800.0,5.0,"Recent developments in delivery, bioavailability, absorption and metabolism of curcumin: the golden pigment from golden spice",2014.0,603.0,cancer+nano
/journal/32717/cancer-biology-and-medicine,Cancer Biology and Medicine,564.0,10000.0,4.7,Epidemiology of ovarian cancer: a review,2017.0,572.0,cancer+nano
/journal/32869/journal-of-skin-cancer,Journal of Skin Cancer,194.0,2500.0,1.3,Histopathological variants of cutaneous squamous cell carcinoma: a review,2011.0,89.0,cancer+nano
/journal/33178/archives-in-cancer-research,Archives in Cancer Research,46.0,157.0,0.0,Primary Central Nervous System Lymphoma: A Critical Review of the Role of Surgery for Resection,2016.0,13.0,cancer+nano
/journal/33384/supportive-cancer-therapy,Supportive Cancer Therapy,153.0,1400.0,,The Severe Chronic Neutropenia International Registry: 10-Year Follow-up Report,2006.0,113.0,cancer+nano
/journal/33446/cancer-genomics-and-proteomics,Cancer Genomics and Proteomics,753.0,7000.0,3.3,Worldwide increasing incidence of thyroid cancer: update on epidemiology and risk factors,2013.0,719.0,cancer+nano
/journal/34064/journal-of-cancer-epidemiology,Journal of Cancer Epidemiology,158.0,3600.0,2.7,Applications of Support Vector Machine (SVM) Learning in Cancer Genomics,2018.0,202.0,cancer+nano
/journal/34364/clinical-prostate-cancer,Clinical Prostate Cancer,121.0,2200.0,,Salvage cryosurgery for recurrent prostate cancer after radiation therapy: a seven-year follow-up,2003.0,107.0,cancer+nano
/journal/35283/cancer-drug-delivery,Cancer Drug Delivery,117.0,1700.0,,Altered tissue distribution of amphotericin B by liposomal encapsulation: comparison of normal mice to mice infected with Candida albicans,1984.0,97.0,cancer+nano
/journal/35354/cancer-and-clinical-oncology,Cancer and Clinical Oncology,86.0,273.0,0.0,ACTIVITY OF TRASTUZUMAB-EMTANSINE (TDM1) IN HER2-POSITIVE BREAST CANCER BRAIN METASTASES: A CASE SERIES,2016.0,29.0,cancer+nano
/journal/35965/cancer-treatment-communications,Cancer Treatment Communications,99.0,327.0,,"National Survey of Lung Cancer in Korea, 2005",2007.0,24.0,cancer+nano
/journal/36339/journal-of-lung-cancer,Journal of Lung Cancer,106.0,136.0,,Significance of p16 in Site-specific HPV Positive and HPV Negative Head and Neck Squamous Cell Carcinoma,2013.0,67.0,cancer+nano
/journal/37238/applied-cancer-research,Applied Cancer Research,67.0,216.0,1.5,Utilization of the oncoscan microarray assay in cancer diagnostics,2017.0,21.0,cancer+nano
/journal/38037/journal-of-cancer-prevention,Journal of Cancer Prevention,306.0,4600.0,2.9,An Overview of Carcinogenic Heavy Metal: Molecular Toxicity Mechanism and Prevention,2015.0,255.0,cancer+nano
/journal/38435/journal-of-pancreatic-cancer,Journal of Pancreatic Cancer,94.0,259.0,1.5,Call for Papers: Research on Pancreatic Cancer,2017.0,78.0,cancer+nano
/journal/38444/selective-cancer-therapeutics,Selective Cancer Therapeutics,62.0,642.0,,"Biocompatibility of a biodegradable, controlled-release polymer in the rabbit brain",1989.0,109.0,cancer+nano
/journal/38840/radiology-imaging-cancer,Radiology Imaging Cancer,179.0,428.0,1.4,Editor’s Recognition Awards,2021.0,78.0,cancer+nano
/journal/38921/update-on-cancer-therapeutics,Update on Cancer Therapeutics,68.0,607.0,,Regulation of tumor growth and metastasis: the role of tumor microenvironment,2014.0,123.0,cancer+nano
/journal/39174/cancers-of-the-head-neck,Cancers of the Head & Neck,52.0,560.0,5.4,HPV-driven oropharyngeal cancer: current knowledge of molecular biology and mechanisms of carcinogenesis,2018.0,54.0,cancer+nano
/journal/39232/cancer-growth-and-metastasis,Cancer Growth and Metastasis,57.0,1200.0,,CpG oligodeoxynucleotides as immunotherapy in cancer,2008.0,96.0,cancer+nano
/journal/40399/clinical-cancer-drugs,Clinical Cancer Drugs,89.0,219.0,0.2,Novel Antibody Therapeutics Targeting Mesothelin In Solid Tumors,2016.0,34.0,cancer+nano
/journal/40525/nepalese-journal-of-cancer,Nepalese Journal of Cancer,97.0,3.0,0.0,Primary Pancreatic Lymphoma: a rare entity in pancreatic mass,2019.0,1.0,cancer+nano
/journal/40568/journal-of-cancer-therapy,Journal of Cancer Therapy,1400.0,3000.0,0.2,Ductal acinar? Recent insights into identifying cell lineage of pancreatic ductal adenocarcinoma,2019.0,16.0,cancer+nano
/journal/40585/annals-of-pancreatic-cancer,Annals of Pancreatic Cancer,202.0,99.0,1.3,"Oral Squamous Cell Carcinoma: Epidemiology, Clinical Presentation and Treatment",2012.0,92.0,cancer+nano
/journal/40832/clinical-skin-cancer,Clinical Skin Cancer,36.0,46.0,,Unresectable cutaneous squamous cell carcinoma of the forehead with mutation showing dramatic response to Programmed Cell Death Protein 1 Inhibitor Therapy,2016.0,13.0,cancer+nano
/journal/41528/lung-cancer-international,Lung Cancer International,29.0,224.0,,Life Expectancy in Pleural and Peritoneal Mesothelioma,2017.0,25.0,cancer+nano
/journal/41821/precision-cancer-medicine,Precision Cancer Medicine,129.0,69.0,1.0,Circulating tumor cells: moving forward into clinical applications,2020.0,9.0,cancer+nano
/journal/41916/journal-of-cancer-research,Journal of Cancer Research,26.0,161.0,,Bleomycin-Induced Lung Injury,2013.0,51.0,cancer+nano
/journal/42176/cancer-prevention-international,Cancer Prevention International,27.0,63.0,,Reducing Dietary Fat: Understanding the Success of the Women's Health Trial,1994.0,23.0,cancer+nano
/journal/43844/blood-cancer-discovery,Blood Cancer Discovery,105.0,572.0,5.7,"Honoring Emil J. Freireich: A Visionary Medical Cancer Researcher—March 21, 1927–February 1, 2021",2021.0,78.0,cancer+nano
/journal/44086/rare-cancers-and-therapy,Rare Cancers and Therapy,12.0,64.0,,Cancer burden in Japan based on the latest cancer statistics: need for evidence-based cancer control programs,2018.0,15.0,cancer+nano
/journal/44099/annals-of-cancer-epidemiology,Annals of Cancer Epidemiology,34.0,52.0,1.1,Reviewing Challenges in the Diagnosis and Treatment of Lentigo Maligna and Lentigo-Maligna Melanoma,2015.0,14.0,cancer+nano
/journal/44255/annals-of-nasopharynx-cancer,Annals of Nasopharynx Cancer,35.0,4.0,0.3,Radiotherapy dose escalation in the primary treatment of nasopharyngeal carcinoma: a systematic review and meta-analysis,2019.0,1.0,cancer+nano
/journal/44757/cancer-cell-microenvironment,Cancer Cell & Microenvironment,29.0,265.0,,Immune consequences of tyrosine kinase inhibitors that synergize with cancer immunotherapy,2015.0,42.0,cancer+nano
/journal/46198/liver-cancer-international,Liver Cancer International,17.0,11.0,0.8,Regorafenib therapy for hepatocellular carcinoma in a HIV-1-infected patient: A case report,2020.0,2.0,cancer+nano
/journal/46511/cancer-translational-medicine,Cancer Translational Medicine,144.0,499.0,0.3,Stemness-Related Markers in Cancer,2017.0,73.0,cancer+nano
/journal/59418/current-cancer-research,Current Cancer Research,133.0,97.0,0.2,Targeting Autophagy in Cancer Therapy,2016.0,9.0,cancer+nano
/journal/59420/energy-balance-and-cancer,Energy Balance and Cancer,93.0,80.0,0.1,"Visfatin, Obesity, and Cancer",2017.0,6.0,cancer+nano
/journal/60523/journal-of-liver-cancer,Journal of Liver Cancer,203.0,103.0,0.6,The General Rules for the Study of Primary Liver Cancer,2017.0,20.0,cancer+nano
/journal/61740/cancer-and-oncology-research,Cancer and Oncology Research,45.0,107.0,0.3,"Effectiveness of Health Belief Model in Motivating for Tobacco Cessation and to Improving Knowledge, Attitude and Behavior of Tobacco Users",2014.0,14.0,cancer+nano
/journal/63048/archives-of-breast-cancer,Archives of Breast Cancer,23.0,38.0,,Hormone Replacement Therapy and Breast Diseases: A Matter of Concern for the Gynecologist,,4.0,cancer+nano
/journal/64345/multidisciplinary-cancer-investigation,Multidisciplinary Cancer Investigation,143.0,61.0,0.2,FokI and BsmI Polymorphisms of the VDR Gene and Breast Cancer Risk,2016.0,8.0,cancer+nano
/journal/64822/cancer-dissemination-pathways,Cancer Dissemination Pathways,16.0,1.0,0.0,Radiological Signs of Tumor Dissemination,2020.0,1.0,cancer+nano
/journal/81493/british-journal-of-cancer,British Journal of Cancer,23800.0,1100000.0,8.3,Apoptosis: a basic biological phenomenon with wide-ranging implications in tissue kinetics,1972.0,11400.0,cancer+nano
/journal/83957/cancer-biology-and-medicine,Cancer Biology and Medicine,39.0,54.0,,Preclinical evaluation and phase I trials,1992.0,16.0,cancer+nano
/journal/84272/trends-in-cancer-research,Trends in Cancer Research,12.0,192.0,2.0,The diverse roles of the TNF axis in cancer progression and metastasis,2016.0,65.0,cancer+nano
/journal/88594/the-open-cancer-journal,The Open Cancer Journal,29.0,112.0,,Role of the BCA2 ubiquitin E3 ligase in hormone responsive breast cancer,2010.0,16.0,cancer+nano
/journal/90667/emerging-cancer-therapeutics,Emerging Cancer Therapeutics,42.0,6.0,,Acute Myeloid Leukemia,2011.0,2.0,cancer+nano
/journal/92590/cancer-research-journal,Cancer Research Journal,69.0,63.0,0.0,Reactive Oxygen Species and Serous Epithelial Ovarian Adenocarcinoma,2016.0,14.0,cancer+nano
/journal/94845/artificial-intelligence-in-cancer,Artificial Intelligence in Cancer,21.0,11.0,0.9,"Applications of artificial intelligence in, early detection of cancer, clinical diagnosis and personalized medicine",2020.0,6.0,cancer+nano
/journal/103066/cancer-breaking-news,Cancer Breaking News,53.0,7.0,,SRSF2 mutations in epithelial ovarian cancer,2017.0,2.0,cancer+nano
/journal/103940/cancer-research-frontiers,Cancer Research Frontiers,82.0,228.0,,A review of organic nanomaterials in photothermal cancer therapy,2016.0,36.0,cancer+nano
/journal/106655/cancer-biology-treatment,Cancer Biology & Treatment,13.0,1.0,,Aberrant expression of p16 in human cancers - a new biomarker?,2018.0,26.0,cancer+nano
/journal/107084/cancer-reports-and-reviews,Cancer Reports and Reviews,31.0,99.0,0.2,Selective Toxicity and Angiogenic Inhibition by Euglenophycin: A Role in Cancer Therapy?,2016.0,1.0,cancer+nano
/journal/110594/cancer-science-research,Cancer Science & Research,19.0,14.0,2.0,Vigil: Personalized Immunotherapy Generating Systemic Cytotoxic T Cell Response,2020.0,4.0,cancer+nano
/journal/111213/current-cancer-reports,Current Cancer Reports,21.0,13.0,0.3,A review of home-based physical activity interventions for breast cancer survivors,2019.0,8.0,cancer+nano
/journal/123853/cancer-diagnosis-prognosis,Cancer Diagnosis & Prognosis,124.0,12.0,,Real-time IR700 Fluorescence Imaging During Near-infrared Photoimmunotherapy Using a Clinically-approved Camera for Indocyanine Green.,2021.0,2.0,cancer+nano
/journal/128296/cancer-research-communications,Cancer Research Communications,42.0,4.0,,Comprehensive Immunoprofiling of High-Risk Oral Proliferative and Localized Leukoplakia,2021.0,2.0,cancer+nano
/journal/129076/indonesian-journal-of-cancer,Indonesian Journal of Cancer,22.0,0.0,0.0,Differences in Pre-Operative Mean Serum Concentration of Thyroid Stimulating Hormone (TSH) and Free Thyroxin (FT4) in Patients with Benign Thyroid Nodules and Thyroid Carcinoma at Sanglah General Hospital Denpasar,2022.0,0.0,cancer+nano
/journal/131647/la-lutte-contre-le-cancer,La Lutte Contre Le Cancer,160.0,,,Problems in radical neck dissection,1962.0,1.0,cancer+nano
/journal/132140/philippine-journal-of-cancer,Philippine Journal of Cancer,16.0,6.0,,The vertebral system of veins as a means for cancer dissemination,1967.0,60.0,cancer+nano
/journal/133473/progress-in-clinical-cancer,Progress in Clinical Cancer,123.0,500.0,,Combination chemotherapy trials in metastatic carcinoid tumor and the malignant carcinoid syndrome,1979.0,185.0,cancer+nano
/journal/134579/cancer-clinical-trials,Cancer Clinical Trials,176.0,1800.0,,Cancer therapy with chemically modified enzymes. I. Antitumor properties of polyethylene glycol-asparaginase conjugates,1984.0,85.0,cancer+nano
/journal/135647/cancer-biochemistry-biophysics,Cancer Biochemistry Biophysics,471.0,1700.0,,A mathematic model for relating the drug sensitivity of tumors to their spontaneous mutation rate,1979.0,817.0,cancer+nano
/journal/136011/cancer-treatment-reports,Cancer Treatment Reports,3700.0,59100.0,,Screening data from the Cancer Chemotherapy National Service Center Screening Laboratories. XXI,1964.0,2.0,cancer+nano
/journal/137220/cancer-research-supplement,Cancer Research Supplement,11.0,2.0,,Evidence on patient-doctor communication,1999.0,120.0,cancer+nano
/journal/139473/cancer-prevention-and-control,Cancer Prevention and Control,90.0,490.0,,Breast Cancer Incidence and Mortality by Molecular Subtype: Statewide Age and Racial/Ethnic Disparities in New Jersey,2019.0,11.0,cancer+nano
/journal/140950/cancer-health-disparities,Cancer Health Disparities,13.0,19.0,1.1,"A Review of Thermal Conductivity Data, Mechanisms and Models for Nanofluids",2010.0,159.0,cancer+nano
/journal/42644/international-journal-of-micro-nano-scale-transport,International Journal of Micro-nano Scale Transport,67.0,389.0,,MNM-P4-6 Visualization of mixing process in a conduit with honeycomb structure,2010.0,3.0,cancer+nano
/journal/43743/the-proceedings-of-the-symposium-on-micro-nano-science-and-technology,The Proceedings of the Symposium on Micro-Nano Science and Technology,1300.0,32.0,0.0,Metodologías para la síntesis de nanopartículas controlando forma y tamaño,2014.0,5.0,cancer+nano
/journal/57190/mundo-nano-revista-interdisciplinaria-en-nanociencia-y-nanotecnologia,Mundo Nano Revista Interdisciplinaria En Nanociencia Y Nanotecnología,109.0,26.0,0.0,Conducting Polymers: Concepts and Applications,2018.0,26.0,cancer+nano
/journal/62285/journal-of-atomic-molecular-condensate-and-nano-physics,Journal of Atomic Molecular Condensate and Nano Physics,24.0,64.0,0.6,Impact on Development of ZnS Nanoparticles Thin Film Deposited by Chemical Bath Deposition and Spin Coating,2021.0,2.0,cancer+nano
